Country,Commodity_Type,Order_Volume_Units,Lead_Time_Days,On_Time_Delivery_%,Delivery_Delay_Days,Disruption_Type,Supplier_Reliability_Score,Resupply_Time_Days,Stockout_Frequency_per_Year,Transport_Mode,Freight_Cost_USD,CO2_Emissions_tons,Warehouse_Type,Data_Year,Disruption_Severity,Outcome_Metric
Zambia,Malaria_RDT,2239921,34,81.27506425,2.020599132,Flood,0.757880374,41.13962484,0.006196191,Ocean,73860.36666,3743.995515,3PL,2023,3,0.753
Malawi,Maternal_Health,3248156,71,76.06539344,2.864422086,Port_Closure,0.705890036,34.65425076,0.05557888,Air,128664.0757,8061.59687,Public_Depot,2022,2,0.65
Uganda,Contraceptive,4872139,71,82.94040343,4.609683398,Port_Closure,0.863021892,65.12887715,0.100411529,Ocean,114395.4056,17034.95474,RDC,2023,3,0.631
Uganda,Maternal_Health,812371,60,79.03595446,0,Port_Closure,0.834930786,12.57681974,0.117463434,Ocean,73978.72805,12674.89965,RDC,2023,2,0.698
Mozambique,Contraceptive,3307945,46,82.97607555,7.14965907,None,0.89045205,33.0986798,0.126086906,Ocean,82628.54486,15930.83588,3PL,2021,1,0.552
Malawi,Maternal_Health,3818950,62,86.20614625,7.120021104,None,0.742543167,39.04046302,0.143244565,Ocean,88834.55611,9753.557919,3PL,2022,1,0.563
Ghana,Maternal_Health,192980,64,90.02460552,8.544383737,Port_Closure,0.943868219,41.64323086,0.131246686,Land,66520.88641,8552.783657,Public_Depot,2021,2,0.559
Ethiopia,HIV_ARV,4746671,52,85.1266553,0.525033566,None,0.742404232,41.39822561,0.169715341,Ocean,68316.31608,15888.22956,COE,2023,1,0.694
Kenya,Malaria_RDT,2484003,55,86.1264535,4.121505741,None,0.958489645,39.44617765,0.059094069,Air,65533.36613,18185.87899,COE,2024,1,0.699
Malawi,Maternal_Health,307354,67,83.09202388,7.82430686,None,0.83036114,38.05098418,0.128313997,Ocean,99770.12857,9509.215871,Public_Depot,2020,1,0.535
Mozambique,Maternal_Health,3256943,38,78.44150886,8.082487453,None,0.859443525,42.89556362,0.010231903,Ocean,53323.74094,17071.0711,COE,2023,1,0.567
Ethiopia,LLIN,1967160,64,76.76729879,9.436792815,None,0.960008587,45.53803599,0.096038015,Air,128256.195,9094.365834,COE,2022,1,0.476
Ethiopia,Malaria_RDT,3365258,51,84.1775711,5.308144924,Flood,0.786974784,61.48850653,0.053606593,Ocean,84813.3657,6452.167247,COE,2024,4,0.656
Zambia,LLIN,4421545,43,86.42319889,4.832078426,Port_Closure,0.752729829,61.38232364,0.07617743,Air,51826.14306,15343.38652,3PL,2022,3,0.67
Ethiopia,Malaria_RDT,2285883,44,83.80692739,0.326152411,Port_Closure,0.82926797,43.61196232,0.07093255,Ocean,115780.1875,9180.226081,RDC,2023,2,0.77
Ghana,LLIN,2600982,46,76.95336504,8.194628583,Flood,0.770866496,34.05585296,0.012086135,Ocean,130008.747,8159.178391,RDC,2023,4,0.553
Uganda,Maternal_Health,814265,42,87.00700047,3.619057275,COVID_Lockdown,0.853074734,34.89535287,0.09332916,Air,179233.2786,8245.910399,3PL,2020,5,0.694
Mozambique,Maternal_Health,358617,72,94.14652441,5.101822932,None,0.779824781,24.23090001,0.198925858,Ocean,126123.2117,11608.67016,3PL,2022,1,0.626
Ethiopia,HIV_ARV,3030346,59,85.42676743,4.901511718,Port_Closure,0.950701965,51.43881322,0.059787211,Air,58744.5478,6197.488528,3PL,2024,2,0.672
Zambia,LLIN,794748,65,83.10234711,0,None,0.876124132,39.46318385,0.147229194,Ocean,91301.98224,15376.78032,COE,2020,1,0.709
Ghana,Contraceptive,3686562,60,85.6975298,2.565632828,Port_Closure,0.700069794,45.24713911,0.109557667,Air,160861.6697,14926.13416,Public_Depot,2022,2,0.698
Nigeria,HIV_ARV,2104410,55,80.47810078,6.36164411,COVID_Lockdown,0.933587383,44.00496781,0.06504506,Ocean,61655.23852,14922.64106,Public_Depot,2023,5,0.593
Uganda,LLIN,2527748,55,80.15550435,4.854242592,Flood,0.795761578,31.62855507,0.017921412,Air,46900.4866,17830.77865,COE,2020,3,0.66
Uganda,LLIN,784275,51,88.25707044,6.385468928,Flood,0.792860315,30.14701424,0.04317158,Land,73300.84875,16883.27843,COE,2023,3,0.665
Mozambique,HIV_ARV,1347819,51,90.95160765,7.351540821,Port_Closure,0.811088216,34.56505008,0.156370708,Ocean,54558.65786,9369.418281,3PL,2021,2,0.579
Uganda,Maternal_Health,1084186,40,85.26450824,2.530278258,Flood,0.882776133,45.82871592,0.055804035,Ocean,66773.03768,15696.52492,3PL,2021,4,0.737
Ethiopia,LLIN,648506,65,76.13117476,3.454549158,None,0.828197606,39.03097995,0.028860496,Land,65164.23233,17444.91566,RDC,2020,1,0.654
Zambia,Maternal_Health,606718,36,87.76674463,4.576438623,Port_Closure,0.882304309,18.81627611,0.066259668,Ocean,106481.3841,16256.68106,3PL,2020,3,0.694
Uganda,HIV_ARV,1646853,44,96.33691085,7.320496864,Port_Closure,0.742566409,27.71024763,0.11680859,Air,46102.05468,16556.29756,COE,2022,3,0.643
Uganda,Maternal_Health,402414,75,84.78050918,4.297705885,None,0.981347695,36.79153787,0.140692633,Land,88926.02575,12397.64442,RDC,2024,1,0.624
Nigeria,Malaria_RDT,3013944,56,85.11077112,0,None,0.911585823,39.63507558,0.077472967,Air,62051.64774,10407.34853,3PL,2024,1,0.785
Nigeria,Contraceptive,2397693,56,81.63683235,4.405451386,Conflict,0.772560061,46.18575239,0.099629431,Ocean,101499.5713,12061.74785,RDC,2021,5,0.627
Kenya,LLIN,2813545,61,88.40676999,7.199811353,None,0.910009273,40.47113163,0.090983338,Ocean,104765.9139,10205.91747,RDC,2021,1,0.611
Ghana,Contraceptive,3566144,39,82.64508268,9.071058268,None,0.866757382,35.6474523,0.00180067,Ocean,111778.3738,17013.45984,3PL,2021,1,0.576
Ethiopia,Maternal_Health,3998401,41,91.10750949,5.841727773,Port_Closure,0.731664809,35.23496408,0.079120095,Ocean,111772.9549,13746.6659,Public_Depot,2023,2,0.676
Uganda,LLIN,174932,50,82.71209727,0.542009971,None,0.751676964,42.41755053,0.117463962,Ocean,66366.85166,16294.91352,COE,2024,1,0.717
Malawi,Maternal_Health,318083,45,87.70895734,3.780887763,Flood,0.711979361,45.01658762,0.113988943,Air,84869.33008,7204.890712,COE,2020,3,0.679
Uganda,Malaria_RDT,1801498,54,85.76827877,6.425171443,Flood,0.934679041,36.04236786,0.149953512,Ocean,129089.4977,11214.12554,RDC,2021,4,0.573
Zambia,HIV_ARV,3927809,59,93.7755581,7.598644274,Conflict,0.859994378,27.06767093,0.134075182,Land,98257.02966,8899.031889,Public_Depot,2022,5,0.606
Kenya,LLIN,4926709,68,88.04739693,6.521214762,None,0.791857108,38.8167351,0.055361359,Land,111622.0093,6497.12959,Public_Depot,2020,1,0.651
Ghana,Malaria_RDT,1608426,63,92.9350366,4.245177386,Flood,0.736640022,32.20166105,0.051128734,Land,48489.20759,14199.61784,3PL,2020,4,0.757
Malawi,Malaria_RDT,3280431,45,86.5431175,7.575546289,Conflict,0.840373304,43.45096359,0.09282836,Ocean,113608.2075,8741.950534,3PL,2020,4,0.587
Kenya,LLIN,2642316,51,85.1462985,3.078304722,None,0.852325791,57.76897224,0.146593934,Ocean,28417.24756,11507.97796,COE,2024,1,0.652
Mozambique,Maternal_Health,339220,48,85.80904615,5.553947219,None,0.903565065,23.78122892,0.018765461,Ocean,39129.81782,9114.000626,3PL,2021,1,0.686
Ghana,Malaria_RDT,4026765,44,82.14295399,7.249362236,Conflict,0.981281791,53.80836036,0.189665317,Ocean,58017.58225,11370.1205,3PL,2022,4,0.505
Uganda,Contraceptive,1445285,42,88.65834392,6.729907421,None,0.826134204,45.62847512,0.108630625,Air,97767.90429,15355.35799,RDC,2023,1,0.613
Uganda,Malaria_RDT,4726029,71,82.5482083,6.797284911,None,0.81774992,53.23408853,0.061281679,Land,102902.2736,9173.176764,Public_Depot,2022,1,0.599
Ghana,Maternal_Health,2972705,55,86.56231521,6.721744981,None,0.807279701,34.77106716,0.138678246,Ocean,60577.99938,11185.14724,Public_Depot,2022,1,0.579
Uganda,Maternal_Health,2714749,52,90.27600983,1.853918368,None,0.939807934,22.64766743,0.008945163,Ocean,27258.89346,15113.59606,3PL,2022,1,0.839
Ethiopia,Contraceptive,4049453,59,93.91774455,5.05267265,None,0.745331994,42.15634922,0.096879383,Ocean,113604.8031,15726.5233,3PL,2023,1,0.705
Ghana,Malaria_RDT,1456978,60,86.81430042,2.272263625,Port_Closure,0.799705742,56.79622308,0.097193929,Air,102627.8128,11424.11473,3PL,2022,2,0.724
Kenya,Maternal_Health,2971989,66,90.30603528,4.131577831,Flood,0.910241533,27.2737406,0.032395057,Land,97833.99728,14181.2014,COE,2022,3,0.753
Ghana,LLIN,1034156,47,89.70943875,1.49348021,None,0.704551531,29.07625378,0.167477563,Ocean,142799.7533,16269.60749,COE,2021,1,0.71
Malawi,HIV_ARV,3763543,59,84.08811455,6.034900119,Conflict,0.78392041,47.04638428,0.159362424,Ocean,89500.56119,8772.910129,RDC,2021,4,0.565
Uganda,HIV_ARV,913659,45,96.53901727,0,Port_Closure,0.886019677,33.85351733,0.030546479,Land,55242.8763,10145.22615,COE,2021,2,0.936
Ethiopia,HIV_ARV,4993082,53,83.11878899,6.851843578,COVID_Lockdown,0.753926108,59.99302052,0.072765459,Ocean,124863.0012,11504.60882,Public_Depot,2020,5,0.595
Ethiopia,Malaria_RDT,2287035,55,86.45497313,5.046043363,COVID_Lockdown,0.787786065,47.82490844,0.020085911,Air,72775.8288,14787.30916,COE,2022,5,0.705
Mozambique,Contraceptive,1253920,56,93.27059877,10.70647893,Conflict,0.840953072,31.36932021,0.169721751,Ocean,81844.6175,13747.44516,Public_Depot,2024,5,0.498
Kenya,Maternal_Health,3158591,56,93.14729121,4.386199544,COVID_Lockdown,0.822386834,33.22424381,0.064664021,Ocean,68906.58883,13258.44431,COE,2024,5,0.744
Nigeria,LLIN,3660954,63,86.07160199,4.385309908,Flood,0.730747885,33.69872543,0.087863262,Ocean,60028.80789,8887.909886,COE,2024,3,0.67
Nigeria,LLIN,797852,49,90.95208374,7.047596848,Conflict,0.972088243,39.48495572,0.06477439,Air,72353.17784,16483.58766,RDC,2023,4,0.651
Ghana,Malaria_RDT,1206618,56,84.88013832,4.560521856,None,0.712844889,43.65341619,0.062005203,Ocean,130618.9024,11004.2898,3PL,2021,1,0.675
Mozambique,HIV_ARV,3961147,47,83.55660555,5.824498422,None,0.917425399,42.7771702,0.149460451,Ocean,53004.54669,11933.80098,3PL,2021,1,0.573
Zambia,Malaria_RDT,1157810,84,79.93605463,7.983200126,Conflict,0.720712604,26.50354949,0.149513247,Ocean,117085.3852,13781.22696,3PL,2021,5,0.499
Ghana,Contraceptive,862283,45,89.61940683,4.197455487,Port_Closure,0.835515783,50.8225075,0.103557634,Ocean,29528.08013,20891.96474,RDC,2023,2,0.691
Mozambique,Contraceptive,2964863,47,90.14610466,8.585780507,Conflict,0.750869275,36.51902719,0.13152339,Land,133028.8946,10435.533,Public_Depot,2022,5,0.559
Kenya,Maternal_Health,1871367,63,83.16055352,0,Conflict,0.740918361,28.8695727,0.102332639,Land,136171.9699,10235.93089,COE,2020,5,0.747
Kenya,Maternal_Health,3422863,50,87.34050017,9.810439629,None,0.736510413,34.44345807,0.005717842,Ocean,54287.21283,11501.74626,RDC,2021,1,0.584
Kenya,Contraceptive,2949033,63,98,0,Conflict,0.831308125,52.17169363,0.013201287,Land,87368.09036,17643.80841,Public_Depot,2022,5,0.967
Kenya,Contraceptive,4582669,56,91.7334115,9.056561935,None,0.849490624,42.28387993,0.076748114,Ocean,104315.5576,13596.99024,RDC,2024,1,0.591
Kenya,Contraceptive,1628315,50,81.49258029,0,None,0.738681503,43.33073839,0.149949272,Ocean,66876.78298,14503.56468,RDC,2020,1,0.693
Mozambique,Malaria_RDT,1399590,47,91.0078114,10.94175236,Port_Closure,0.984024762,25.96014271,0.182645246,Air,141482.2451,16227.43399,Public_Depot,2024,2,0.473
Mozambique,Contraceptive,3554438,47,81.51569109,5.482628641,None,0.774752107,41.58679793,0.005941661,Ocean,85648.34294,17509.8857,3PL,2022,1,0.662
Ethiopia,LLIN,4630197,51,71.52390844,2.165347302,Port_Closure,0.833063988,51.97038124,0.073606011,Ocean,69396.29445,10320.9009,COE,2022,3,0.615
Malawi,HIV_ARV,3095529,53,85.89793928,10.5953593,Port_Closure,0.762718172,18.36424143,0.044756487,Ocean,87364.66,15091.17253,3PL,2024,2,0.531
Nigeria,Contraceptive,2275541,46,93.8160073,1.733389783,None,0.843237567,35.33260429,0.163041056,Air,62913.15033,17610.69273,RDC,2020,1,0.74
Uganda,HIV_ARV,2861139,53,92.9872398,4.317938362,Conflict,0.919244809,47.47817216,0.169193629,Ocean,85627.87607,13823.46173,Public_Depot,2024,4,0.661
Kenya,Malaria_RDT,1519793,44,87.88617585,12.81413687,Flood,0.851119584,41.89893063,0.041281774,Ocean,71506.77309,9724.335097,RDC,2024,3,0.483
Zambia,HIV_ARV,4540512,62,83.29135293,6.186614464,None,0.782838173,27.77434018,0.142165451,Land,61629.08421,8941.027231,3PL,2024,1,0.567
Uganda,Malaria_RDT,4994490,64,88.43224842,0,None,0.772035017,44.77915436,0.146351207,Air,108924.0022,14807.11636,3PL,2020,1,0.755
Mozambique,LLIN,2947706,47,84.65419915,4.180123348,Conflict,0.920090978,25.99106736,0.035411539,Air,34227.19258,8388.166691,3PL,2023,5,0.703
Zambia,Malaria_RDT,3251473,47,83.43172154,3.914721612,Conflict,0.734289071,29.58943559,0.086739183,Ocean,137883.6997,9747.690648,COE,2020,5,0.663
Zambia,Malaria_RDT,1148657,56,91.31001101,5.56555063,None,0.807290283,30.84930588,0.124067561,Ocean,91911.67511,11040.61598,3PL,2024,1,0.651
Zambia,Maternal_Health,976215,67,83.3698211,4.866671084,None,0.743929988,58.5206578,0.005213321,Ocean,140414.2899,14121.72844,COE,2021,1,0.695
Ethiopia,Contraceptive,3083449,69,91.63618278,6.637551494,Conflict,0.77481299,19.96347961,0.080918367,Air,113860.2307,15334.08293,COE,2021,5,0.656
Mozambique,Contraceptive,1499991,40,83.03907019,0.415837248,Flood,0.744278137,20.8492549,0.030991647,Air,44696.66176,10159.93187,3PL,2022,3,0.794
Zambia,LLIN,2561910,65,96.29245977,3.356290879,None,0.957164027,43.39986064,0.1083793,Land,87121.6673,7813.165719,Public_Depot,2023,1,0.763
Kenya,LLIN,474528,54,77.7968278,5.935530896,Port_Closure,0.912252218,41.25763464,0.168583517,Ocean,31144.20916,16265.05121,RDC,2022,2,0.519
Ghana,Contraceptive,2585610,54,81.21615334,2.713574578,Port_Closure,0.862668901,34.36079658,0.104950788,Ocean,57892.52091,15702.47497,RDC,2022,3,0.661
Zambia,Maternal_Health,2765223,60,85.22316133,8.28783075,Conflict,0.765083315,40.1659023,0.007196719,Ocean,80895.77316,14877.55933,COE,2021,5,0.612
Ethiopia,Contraceptive,662181,50,76.07978048,2.773589472,None,0.84796578,27.22551876,0.005931449,Ocean,63847.1183,14501.10235,COE,2020,1,0.686
Uganda,Maternal_Health,3695525,65,73.14506929,5.429987268,Port_Closure,0.85104163,41.10551935,0.121100629,Ocean,70706.13296,11410.87719,COE,2022,2,0.527
Mozambique,LLIN,1700824,69,76.12296192,4.685129105,None,0.87121708,42.51507415,0.065596312,Land,64987.4224,12289.55952,RDC,2022,1,0.6
Malawi,HIV_ARV,189227,69,84.53955395,1.955957379,COVID_Lockdown,0.717424696,54.57640142,0.114533301,Ocean,151871.9882,13303.3816,COE,2023,5,0.7
Ethiopia,LLIN,1823055,36,84.66644995,5.181472986,Conflict,0.982141572,62.88736206,0.032727422,Ocean,88565.65031,9628.325938,Public_Depot,2021,5,0.678
Zambia,LLIN,742137,52,87.66499741,1.064203535,Flood,0.834977301,36.78860962,0.155372471,Air,103703.9178,14533.81272,Public_Depot,2020,3,0.714
Mozambique,Malaria_RDT,331854,35,85.01499259,3.66916632,Flood,0.968694214,24.7202476,0.172143941,Ocean,83446.30731,13476.85056,COE,2023,3,0.618
Ghana,Malaria_RDT,4924196,47,87.49758232,5.090822463,Port_Closure,0.702844353,44.61969251,0.17784512,Land,95121.50444,12458.45844,RDC,2020,3,0.597
Zambia,Malaria_RDT,710327,31,83.74891793,0.717985433,COVID_Lockdown,0.771791935,38.39431869,0.060814918,Air,23338.85098,16650.03183,3PL,2020,5,0.768
Ethiopia,Malaria_RDT,1707153,59,89.57407879,6.870504923,None,0.730158715,37.86296527,0.132147074,Ocean,135121.2251,12595.81312,RDC,2022,1,0.599
Nigeria,Maternal_Health,4395398,57,88.97155002,5.781124006,Conflict,0.923188691,20.66711855,0.055808477,Air,63345.94863,15638.50627,3PL,2023,4,0.678
Kenya,Contraceptive,1535255,50,84.3665369,6.596002329,None,0.792836264,41.18338651,0.152551364,Ocean,119374.063,8245.264193,3PL,2022,1,0.558
Malawi,HIV_ARV,4206004,47,88.66505717,5.007407228,None,0.943742827,45.0743079,0.024105,Ocean,120540.792,16360.83912,COE,2024,1,0.721
Uganda,LLIN,1856684,58,85.04677032,1.547949256,Port_Closure,0.941391756,51.92085735,0.152552962,Ocean,31050.25341,15416.70993,Public_Depot,2020,3,0.684
Ethiopia,Maternal_Health,1859858,44,78.38837042,4.999781444,Conflict,0.89366049,33.93416637,0.087945728,Ocean,86682.47189,21647.27176,COE,2023,4,0.596
Mozambique,HIV_ARV,529083,44,90.52248321,6.869291251,Conflict,0.893076723,30.09540715,0.171109898,Ocean,97159.99072,19403.61477,3PL,2021,4,0.579
Malawi,Maternal_Health,1444316,42,81.46591977,1.429073632,Port_Closure,0.903046311,33.83838562,0.147786172,Ocean,88294.01615,16745.41661,COE,2022,2,0.661
Malawi,Maternal_Health,1951740,52,90.46911978,1.66752195,Port_Closure,0.895391512,51.20415126,0.075303928,Ocean,84971.79456,10844.90694,3PL,2024,2,0.79
Malawi,LLIN,4312627,49,87.62013386,4.261746842,COVID_Lockdown,0.812203424,56.63329883,0.180707837,Ocean,71925.77942,9458.97085,COE,2024,5,0.616
Zambia,Contraceptive,4634946,51,85.57738845,3.886011395,None,0.898020017,53.45188384,0.056667428,Air,63584.73888,10099.9821,Public_Depot,2024,1,0.703
Kenya,Malaria_RDT,2345936,60,76.61503302,4.951508496,Conflict,0.960248021,47.77226438,0.193397726,Land,116741.207,15037.93318,Public_Depot,2022,4,0.516
Zambia,Contraceptive,4351400,64,93.69872779,4.124906163,Flood,0.796446313,39.61383222,0.153440677,Air,96932.77433,18176.94959,RDC,2021,3,0.684
Mozambique,LLIN,4691094,69,84.18443069,5.479998637,None,0.974017818,41.48481951,0.19813497,Ocean,90559.64977,8156.371397,3PL,2023,1,0.552
Zambia,LLIN,2757184,55,89.17281794,8.665454058,None,0.70393866,43.23449774,0.010780923,Land,36966.47837,9626.338802,3PL,2020,1,0.627
Nigeria,LLIN,2962066,58,85.43012938,6.615165166,Port_Closure,0.801233936,36.97458987,0.054807209,Air,77299.4218,13133.63128,COE,2021,3,0.629
Kenya,HIV_ARV,3820771,56,84.64282332,5.168454963,None,0.738308537,50.67017153,0.148252851,Ocean,83325.35162,8457.839307,RDC,2022,1,0.597
Kenya,Contraceptive,1590724,38,86.96403919,1.679865359,None,0.73671975,20.16676624,0.18444994,Ocean,110223.4142,11308.75146,Public_Depot,2023,1,0.67
Mozambique,Contraceptive,2015730,51,86.13286142,2.834040237,None,0.936474553,22.38731438,0.005754163,Air,32693.40387,17979.05009,COE,2020,1,0.775
Uganda,Maternal_Health,4612530,51,84.66503605,7.525202537,None,0.966326811,20.14564776,1.86E-06,Air,52125.86042,15885.83185,RDC,2023,1,0.634
Nigeria,Maternal_Health,4370614,49,85.72342721,3.594543818,Flood,0.925549894,30.37370384,0.051248526,Land,138961.9381,16318.12759,Public_Depot,2020,4,0.716
Ethiopia,Maternal_Health,4133290,54,88.13532328,2.096743615,Conflict,0.983218559,56.15429668,0.170555735,Air,61078.51103,9062.009944,COE,2020,5,0.68
Zambia,LLIN,725673,52,88.48909588,11.29409936,None,0.762735401,25.73252393,0.15343062,Land,29453.31125,6016.333772,Public_Depot,2024,1,0.467
Ghana,Contraceptive,4112224,45,86.21678606,9.573378122,Port_Closure,0.740831975,26.17432083,0.068055492,Ocean,64054.86015,11283.89779,3PL,2022,3,0.547
Zambia,LLIN,1938529,53,89.10468495,4.626639743,None,0.851004097,30.09559163,0.000402253,Ocean,61185.53668,3689.573572,RDC,2021,1,0.753
Malawi,HIV_ARV,1144316,48,83.87965098,1.752006495,Port_Closure,0.940420908,53.29016372,0.110941148,Land,104533.8118,14810.3845,Public_Depot,2024,2,0.702
Zambia,Maternal_Health,4350915,28,97.1244319,7.170076542,Conflict,0.711553336,57.22345439,0.047591094,Ocean,104165.2451,15989.48429,RDC,2024,5,0.704
Ethiopia,LLIN,1686675,41,93.42794304,3.529796005,Port_Closure,0.988714042,52.18067135,0.149121786,Ocean,55919.1457,9857.355228,COE,2023,2,0.701
Zambia,LLIN,756673,55,89.81221497,7.665598288,Conflict,0.874651319,52.92451053,0.089269933,Ocean,73632.31319,15328.39362,RDC,2020,5,0.609
Nigeria,HIV_ARV,851849,65,76.29209753,3.532839768,Port_Closure,0.983893126,59.8228255,0.135720385,Air,101108.1128,15306.77687,COE,2020,3,0.582
Nigeria,Malaria_RDT,1778665,30,89.03009569,9.936186704,Flood,0.805873674,18.44201787,0.170461766,Ocean,102113.4332,8515.320737,RDC,2023,3,0.494
Kenya,Contraceptive,1211068,46,84.31681459,3.443775106,Port_Closure,0.832826908,25.30134504,0.10715196,Air,53962.24561,11400.61342,COE,2022,3,0.666
Mozambique,Malaria_RDT,1085891,59,81.10659634,12.09420045,Conflict,0.918184818,31.59117808,0.067191108,Ocean,57277.50792,11128.5609,COE,2020,5,0.452
Uganda,Maternal_Health,803494,63,84.18951975,5.585173355,COVID_Lockdown,0.929883131,41.24473919,0.153908709,Ocean,148489.9703,16731.24895,COE,2024,5,0.58
Ghana,LLIN,473177,50,81.66082633,9.152916902,Flood,0.767579585,41.20585656,0.053037448,Land,77208.49438,15929.46123,Public_Depot,2024,3,0.537
Malawi,HIV_ARV,692762,48,88.53401547,3.379698923,Conflict,0.969642315,41.39306402,0.178303763,Ocean,129803.4536,15289.1819,3PL,2020,4,0.646
Zambia,HIV_ARV,817876,67,94.07997031,1.065949244,None,0.951552705,50.01063082,0.014285529,Ocean,91858.32978,10755.11269,RDC,2020,1,0.894
Zambia,Contraceptive,3754697,62,90.13014396,0,COVID_Lockdown,0.705279538,16.98584166,0.167093728,Ocean,117850.7481,18462.84104,3PL,2022,5,0.751
Ethiopia,Malaria_RDT,1256184,63,98,8.829811514,None,0.737284751,38.31601625,0.018311145,Ocean,103758.5811,13724.82869,3PL,2020,1,0.679
Mozambique,Contraceptive,1810511,50,78.23193785,5.20404173,None,0.843868161,43.18731043,0.011227396,Ocean,90129.86542,14982.28209,3PL,2022,1,0.639
Nigeria,LLIN,4634074,66,83.46982648,1.257273648,None,0.833677099,36.09392959,0.072651387,Ocean,89774.85704,19922.50816,3PL,2024,1,0.742
Ghana,Contraceptive,3591815,35,81.28487404,8.954609153,COVID_Lockdown,0.905433348,42.26963704,0.191309871,Land,47778.85307,15649.47021,RDC,2022,5,0.461
Kenya,HIV_ARV,96002,66,92.14684157,8.46798205,Conflict,0.726016299,52.26653371,0.196697211,Ocean,79999.74856,12520.90873,RDC,2020,4,0.531
Nigeria,HIV_ARV,4660146,54,84.89724822,9.147157521,COVID_Lockdown,0.887008039,40.7466622,0.0404141,Ocean,69338.69323,11007.78912,3PL,2021,5,0.566
